attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,class
4500,4500,4500,4510,4500,4500,4500,4500,4500,4500,#############################################
4500,4500,4500,4500,4510,4500,4500,4500,4500,4500,#############################################
4500,4500,4500,4500,4500,4510,4500,4500,4500,4500,#############################################
4500,4500,4500,4500,4500,4500,4510,4500,4500,4500,#############################################
4500,4500,4500,4500,4500,4500,4500,4510,4500,4500,#############################################
4500,4500,4500,4500,4500,4500,4500,4500,4510,4500,#############################################
4500,4500,4500,4500,4500,4500,4500,4500,4500,4510,#############################################
4610,4600,4600,4600,4600,4600,4600,4600,4600,4600,##############################################
4600,4610,4600,4600,4600,4600,4600,4600,4600,4600,##############################################
4600,4600,4610,4600,4600,4600,4600,4600,4600,4600,##############################################
4600,4600,4600,4610,4600,4600,4600,4600,4600,4600,##############################################
4600,4600,4600,4600,4610,4600,4600,4600,4600,4600,##############################################
4600,4600,4600,4600,4600,4610,4600,4600,4600,4600,##############################################
4600,4600,4600,4600,4600,4600,4610,4600,4600,4600,##############################################
4600,4600,4600,4600,4600,4600,4600,4610,4600,4600,##############################################
4600,4600,4600,4600,4600,4600,4600,4600,4610,4600,##############################################
4600,4600,4600,4600,4600,4600,4600,4600,4600,4610,##############################################
4710,4700,4700,4700,4700,4700,4700,4700,4700,4700,###############################################
4700,4710,4700,4700,4700,4700,4700,4700,4700,4700,###############################################
4700,4700,4710,4700,4700,4700,4700,4700,4700,4700,###############################################
4700,4700,4700,4710,4700,4700,4700,4700,4700,4700,###############################################
4700,4700,4700,4700,4710,4700,4700,4700,4700,4700,###############################################
4700,4700,4700,4700,4700,4710,4700,4700,4700,4700,###############################################
4700,4700,4700,4700,4700,4700,4710,4700,4700,4700,###############################################
4700,4700,4700,4700,4700,4700,4700,4710,4700,4700,###############################################
4700,4700,4700,4700,4700,4700,4700,4700,4710,4700,###############################################
4700,4700,4700,4700,4700,4700,4700,4700,4700,4710,###############################################
4810,4800,4800,4800,4800,4800,4800,4800,4800,4800,################################################
4800,4810,4800,4800,4800,4800,4800,4800,4800,4800,################################################
4800,4800,4810,4800,4800,4800,4800,4800,4800,4800,################################################
4800,4800,4800,4810,4800,4800,4800,4800,4800,4800,################################################
4800,4800,4800,4800,4810,4800,4800,4800,4800,4800,################################################
4800,4800,4800,4800,4800,4810,4800,4800,4800,4800,################################################
4800,4800,4800,4800,4800,4800,4810,4800,4800,4800,################################################
4800,4800,4800,4800,4800,4800,4800,4810,4800,4800,################################################
4800,4800,4800,4800,4800,4800,4800,4800,4810,4800,################################################
4800,4800,4800,4800,4800,4800,4800,4800,4800,4810,################################################
4910,4900,4900,4900,4900,4900,4900,4900,4900,4900,#################################################
4900,4910,4900,4900,4900,4900,4900,4900,4900,4900,#################################################
4900,4900,4910,4900,4900,4900,4900,4900,4900,4900,#################################################
4900,4900,4900,4910,4900,4900,4900,4900,4900,4900,#################################################
4900,4900,4900,4900,4910,4900,4900,4900,4900,4900,#################################################
4900,4900,4900,4900,4900,4910,4900,4900,4900,4900,#################################################
4900,4900,4900,4900,4900,4900,4910,4900,4900,4900,#################################################
4900,4900,4900,4900,4900,4900,4900,4910,4900,4900,#################################################
4900,4900,4900,4900,4900,4900,4900,4900,4910,4900,#################################################
4900,4900,4900,4900,4900,4900,4900,4900,4900,4910,#################################################
5010,5000,5000,5000,5000,5000,5000,5000,5000,5000,##################################################
5000,5010,5000,5000,5000,5000,5000,5000,5000,5000,##################################################
5000,5000,5010,5000,5000,5000,5000,5000,5000,5000,##################################################
5000,5000,5000,5010,5000,5000,5000,5000,5000,5000,##################################################
5000,5000,5000,5000,5010,5000,5000,5000,5000,5000,##################################################
5000,5000,5000,5000,5000,5010,5000,5000,5000,5000,##################################################
5000,5000,5000,5000,5000,5000,5010,5000,5000,5000,##################################################
5000,5000,5000,5000,5000,5000,5000,5010,5000,5000,##################################################
5000,5000,5000,5000,5000,5000,5000,5000,5010,5000,##################################################
5000,5000,5000,5000,5000,5000,5000,5000,5000,5010,##################################################
5110,5100,5100,5100,5100,5100,5100,5100,5100,5100,###################################################
5100,5110,5100,5100,5100,5100,5100,5100,5100,5100,###################################################
5100,5100,5110,5100,5100,5100,5100,5100,5100,5100,###################################################
5100,5100,5100,5110,5100,5100,5100,5100,5100,5100,###################################################
5100,5100,5100,5100,5110,5100,5100,5100,5100,5100,###################################################
5100,5100,5100,5100,5100,5110,5100,5100,5100,5100,###################################################
5100,5100,5100,5100,5100,5100,5110,5100,5100,5100,###################################################
5100,5100,5100,5100,5100,5100,5100,5110,5100,5100,###################################################
5100,5100,5100,5100,5100,5100,5100,5100,5110,5100,###################################################
5100,5100,5100,5100,5100,5100,5100,5100,5100,5110,###################################################
5210,5200,5200,5200,5200,5200,5200,5200,5200,5200,####################################################
5200,5210,5200,5200,5200,5200,5200,5200,5200,5200,####################################################
5200,5200,5210,5200,5200,5200,5200,5200,5200,5200,####################################################
5200,5200,5200,5210,5200,5200,5200,5200,5200,5200,####################################################
5200,5200,5200,5200,5210,5200,5200,5200,5200,5200,####################################################
5200,5200,5200,5200,5200,5210,5200,5200,5200,5200,####################################################
5200,5200,5200,5200,5200,5200,5210,5200,5200,5200,####################################################
5200,5200,5200,5200,5200,5200,5200,5210,5200,5200,####################################################
5200,5200,5200,5200,5200,5200,5200,5200,5210,5200,####################################################
5200,5200,5200,5200,5200,5200,5200,5200,5200,5210,####################################################
5310,5300,5300,5300,5300,5300,5300,5300,5300,5300,#####################################################
5300,5310,5300,5300,5300,5300,5300,5300,5300,5300,#####################################################
5300,5300,5310,5300,5300,5300,5300,5300,5300,5300,#####################################################
5300,5300,5300,5310,5300,5300,5300,5300,5300,5300,#####################################################
5300,5300,5300,5300,5310,5300,5300,5300,5300,5300,#####################################################
5300,5300,5300,5300,5300,5310,5300,5300,5300,5300,#####################################################
5300,5300,5300,5300,5300,5300,5310,5300,5300,5300,#####################################################
5300,5300,5300,5300,5300,5300,5300,5310,5300,5300,#####################################################
5300,5300,5300,5300,5300,5300,5300,5300,5310,5300,#####################################################
5300,5300,5300,5300,5300,5300,5300,5300,5300,5310,#####################################################
5410,5400,5400,5400,5400,5400,5400,5400,5400,5400,######################################################
5400,5410,5400,5400,5400,5400,5400,5400,5400,5400,######################################################
5400,5400,5410,5400,5400,5400,5400,5400,5400,5400,######################################################
5400,5400,5400,5410,5400,5400,5400,5400,5400,5400,######################################################
5400,5400,5400,5400,5410,5400,5400,5400,5400,5400,######################################################
5400,5400,5400,5400,5400,5410,5400,5400,5400,5400,######################################################
5400,5400,5400,5400,5400,5400,5410,5400,5400,5400,######################################################
5400,5400,5400,5400,5400,5400,5400,5410,5400,5400,######################################################
5400,5400,5400,5400,5400,5400,5400,5400,5410,5400,######################################################
5400,5400,5400,5400,5400,5400,5400,5400,5400,5410,######################################################
5510,5500,5500,5500,5500,5500,5500,5500,5500,5500,#######################################################
5500,5510,5500,5500,5500,5500,5500,5500,5500,5500,#######################################################
5500,5500,5510,5500,5500,5500,5500,5500,5500,5500,#######################################################
5500,5500,5500,5510,5500,5500,5500,5500,5500,5500,#######################################################
5500,5500,5500,5500,5510,5500,5500,5500,5500,5500,#######################################################
5500,5500,5500,5500,5500,5510,5500,5500,5500,5500,#######################################################
5500,5500,5500,5500,5500,5500,5510,5500,5500,5500,#######################################################
5500,5500,5500,5500,5500,5500,5500,5510,5500,5500,#######################################################
5500,5500,5500,5500,5500,5500,5500,5500,5510,5500,#######################################################
5500,5500,5500,5500,5500,5500,5500,5500,5500,5510,#######################################################
5610,5600,5600,5600,5600,5600,5600,5600,5600,5600,########################################################
5600,5610,5600,5600,5600,5600,5600,5600,5600,5600,########################################################
5600,5600,5610,5600,5600,5600,5600,5600,5600,5600,########################################################
5600,5600,5600,5610,5600,5600,5600,5600,5600,5600,########################################################
5600,5600,5600,5600,5610,5600,5600,5600,5600,5600,########################################################
5600,5600,5600,5600,5600,5610,5600,5600,5600,5600,########################################################
5600,5600,5600,5600,5600,5600,5610,5600,5600,5600,########################################################
5600,5600,5600,5600,5600,5600,5600,5610,5600,5600,########################################################
5600,5600,5600,5600,5600,5600,5600,5600,5610,5600,########################################################
5600,5600,5600,5600,5600,5600,5600,5600,5600,5610,########################################################
5710,5700,5700,5700,5700,5700,5700,5700,5700,5700,#########################################################
5700,5710,5700,5700,5700,5700,5700,5700,5700,5700,#########################################################
5700,5700,5710,5700,5700,5700,5700,5700,5700,5700,#########################################################
5700,5700,5700,5710,5700,5700,5700,5700,5700,5700,#########################################################
5700,5700,5700,5700,5710,5700,5700,5700,5700,5700,#########################################################
5700,5700,5700,5700,5700,5710,5700,5700,5700,5700,#########################################################
5700,5700,5700,5700,5700,5700,5710,5700,5700,5700,#########################################################
5700,5700,5700,5700,5700,5700,5700,5710,5700,5700,#########################################################
5700,5700,5700,5700,5700,5700,5700,5700,5710,5700,#########################################################
5700,5700,5700,5700,5700,5700,5700,5700,5700,5710,#########################################################
5810,5800,5800,5800,5800,5800,5800,5800,5800,5800,##########################################################
5800,5810,5800,5800,5800,5800,5800,5800,5800,5800,##########################################################
5800,5800,5810,5800,5800,5800,5800,5800,5800,5800,##########################################################
5800,5800,5800,5810,5800,5800,5800,5800,5800,5800,##########################################################
5800,5800,5800,5800,5810,5800,5800,5800,5800,5800,##########################################################
5800,5800,5800,5800,5800,5810,5800,5800,5800,5800,##########################################################
5800,5800,5800,5800,5800,5800,5810,5800,5800,5800,##########################################################
5800,5800,5800,5800,5800,5800,5800,5810,5800,5800,##########################################################
5800,5800,5800,5800,5800,5800,5800,5800,5810,5800,##########################################################
5800,5800,5800,5800,5800,5800,5800,5800,5800,5810,##########################################################
5910,5900,5900,5900,5900,5900,5900,5900,5900,5900,###########################################################
5900,5910,5900,5900,5900,5900,5900,5900,5900,5900,###########################################################
5900,5900,5910,5900,5900,5900,5900,5900,5900,5900,###########################################################
5900,5900,5900,5910,5900,5900,5900,5900,5900,5900,###########################################################
5900,5900,5900,5900,5910,5900,5900,5900,5900,5900,###########################################################
5900,5900,5900,5900,5900,5910,5900,5900,5900,5900,###########################################################
5900,5900,5900,5900,5900,5900,5910,5900,5900,5900,###########################################################
5900,5900,5900,5900,5900,5900,5900,5910,5900,5900,###########################################################
5900,5900,5900,5900,5900,5900,5900,5900,5910,5900,###########################################################
5900,5900,5900,5900,5900,5900,5900,5900,5900,5910,###########################################################
6010,6000,6000,6000,6000,6000,6000,6000,6000,6000,############################################################
6000,6010,6000,6000,6000,6000,6000,6000,6000,6000,############################################################
6000,6000,6010,6000,6000,6000,6000,6000,6000,6000,############################################################
6000,6000,6000,6010,6000,6000,6000,6000,6000,6000,############################################################
6000,6000,6000,6000,6010,6000,6000,6000,6000,6000,############################################################
6000,6000,6000,6000,6000,6010,6000,6000,6000,6000,############################################################
6000,6000,6000,6000,6000,6000,6010,6000,6000,6000,############################################################
6000,6000,6000,6000,6000,6000,6000,6010,6000,6000,############################################################
6000,6000,6000,6000,6000,6000,6000,6000,6010,6000,############################################################
6000,6000,6000,6000,6000,6000,6000,6000,6000,6010,############################################################
6110,6100,6100,6100,6100,6100,6100,6100,6100,6100,#############################################################
6100,6110,6100,6100,6100,6100,6100,6100,6100,6100,#############################################################
6100,6100,6110,6100,6100,6100,6100,6100,6100,6100,#############################################################
6100,6100,6100,6110,6100,6100,6100,6100,6100,6100,#############################################################
6100,6100,6100,6100,6110,6100,6100,6100,6100,6100,#############################################################
6100,6100,6100,6100,6100,6110,6100,6100,6100,6100,#############################################################
6100,6100,6100,6100,6100,6100,6110,6100,6100,6100,#############################################################
6100,6100,6100,6100,6100,6100,6100,6110,6100,6100,#############################################################
6100,6100,6100,6100,6100,6100,6100,6100,6110,6100,#############################################################
6100,6100,6100,6100,6100,6100,6100,6100,6100,6110,#############################################################
6210,6200,6200,6200,6200,6200,6200,6200,6200,6200,##############################################################
6200,6210,6200,6200,6200,6200,6200,6200,6200,6200,##############################################################
6200,6200,6210,6200,6200,6200,6200,6200,6200,6200,##############################################################
6200,6200,6200,6210,6200,6200,6200,6200,6200,6200,##############################################################
6200,6200,6200,6200,6210,6200,6200,6200,6200,6200,##############################################################
6200,6200,6200,6200,6200,6210,6200,6200,6200,6200,##############################################################
6200,6200,6200,6200,6200,6200,6210,6200,6200,6200,##############################################################
6200,6200,6200,6200,6200,6200,6200,6210,6200,6200,##############################################################
6200,6200,6200,6200,6200,6200,6200,6200,6210,6200,##############################################################
6200,6200,6200,6200,6200,6200,6200,6200,6200,6210,##############################################################
6310,6300,6300,6300,6300,6300,6300,6300,6300,6300,###############################################################
6300,6310,6300,6300,6300,6300,6300,6300,6300,6300,###############################################################
6300,6300,6310,6300,6300,6300,6300,6300,6300,6300,###############################################################
6300,6300,6300,6310,6300,6300,6300,6300,6300,6300,###############################################################
6300,6300,6300,6300,6310,6300,6300,6300,6300,6300,###############################################################
6300,6300,6300,6300,6300,6310,6300,6300,6300,6300,###############################################################
6300,6300,6300,6300,6300,6300,6310,6300,6300,6300,###############################################################
6300,6300,6300,6300,6300,6300,6300,6310,6300,6300,###############################################################
6300,6300,6300,6300,6300,6300,6300,6300,6310,6300,###############################################################
6300,6300,6300,6300,6300,6300,6300,6300,6300,6310,###############################################################
6410,6400,6400,6400,6400,6400,6400,6400,6400,6400,################################################################
6400,6410,6400,6400,6400,6400,6400,6400,6400,6400,################################################################
6400,6400,6410,6400,6400,6400,6400,6400,6400,6400,################################################################
6400,6400,6400,6410,6400,6400,6400,6400,6400,6400,################################################################
6400,6400,6400,6400,6410,6400,6400,6400,6400,6400,################################################################
6400,6400,6400,6400,6400,6410,6400,6400,6400,6400,################################################################
6400,6400,6400,6400,6400,6400,6410,6400,6400,6400,################################################################
6400,6400,6400,6400,6400,6400,6400,6410,6400,6400,################################################################
6400,6400,6400,6400,6400,6400,6400,6400,6410,6400,################################################################
6400,6400,6400,6400,6400,6400,6400,6400,6400,6410,################################################################
6510,6500,6500,6500,6500,6500,6500,6500,6500,6500,#################################################################
6500,6510,6500,6500,6500,6500,6500,6500,6500,6500,#################################################################
6500,6500,6510,6500,6500,6500,6500,6500,6500,6500,#################################################################
6500,6500,6500,6510,6500,6500,6500,6500,6500,6500,#################################################################
6500,6500,6500,6500,6510,6500,6500,6500,6500,6500,#################################################################
6500,6500,6500,6500,6500,6510,6500,6500,6500,6500,#################################################################
6500,6500,6500,6500,6500,6500,6510,6500,6500,6500,#################################################################
6500,6500,6500,6500,6500,6500,6500,6510,6500,6500,#################################################################
6500,6500,6500,6500,6500,6500,6500,6500,6510,6500,#################################################################
6500,6500,6500,6500,6500,6500,6500,6500,6500,6510,#################################################################
6610,6600,6600,6600,6600,6600,6600,6600,6600,6600,##################################################################
6600,6610,6600,6600,6600,6600,6600,6600,6600,6600,##################################################################
6600,6600,6610,6600,6600,6600,6600,6600,6600,6600,##################################################################
6600,6600,6600,6610,6600,6600,6600,6600,6600,6600,##################################################################
6600,6600,6600,6600,6610,6600,6600,6600,6600,6600,##################################################################
6600,6600,6600,6600,6600,6610,6600,6600,6600,6600,##################################################################
6600,6600,6600,6600,6600,6600,6610,6600,6600,6600,##################################################################
6600,6600,6600,6600,6600,6600,6600,6610,6600,6600,##################################################################
6600,6600,6600,6600,6600,6600,6600,6600,6610,6600,##################################################################
6600,6600,6600,6600,6600,6600,6600,6600,6600,6610,##################################################################
6710,6700,6700,6700,6700,6700,6700,6700,6700,6700,###################################################################
6700,6710,6700,6700,6700,6700,6700,6700,6700,6700,###################################################################
6700,6700,6710,6700,6700,6700,6700,6700,6700,6700,###################################################################
6700,6700,6700,6710,6700,6700,6700,6700,6700,6700,###################################################################
6700,6700,6700,6700,6710,6700,6700,6700,6700,6700,###################################################################
6700,6700,6700,6700,6700,6710,6700,6700,6700,6700,###################################################################
6700,6700,6700,6700,6700,6700,6710,6700,6700,6700,###################################################################
6700,6700,6700,6700,6700,6700,6700,6710,6700,6700,###################################################################
6700,6700,6700,6700,6700,6700,6700,6700,6710,6700,###################################################################
6700,6700,6700,6700,6700,6700,6700,6700,6700,6710,###################################################################
6810,6800,6800,6800,6800,6800,6800,6800,6800,6800,####################################################################
6800,6810,6800,6800,6800,6800,6800,6800,6800,6800,####################################################################
6800,6800,6810,6800,6800,6800,6800,6800,6800,6800,####################################################################
6800,6800,6800,6810,6800,6800,6800,6800,6800,6800,####################################################################
6800,6800,6800,6800,6810,6800,6800,6800,6800,6800,####################################################################
6800,6800,6800,6800,6800,6810,6800,6800,6800,6800,####################################################################
6800,6800,6800,6800,6800,6800,6810,6800,6800,6800,####################################################################
6800,6800,6800,6800,6800,6800,6800,6810,6800,6800,####################################################################
6800,6800,6800,6800,6800,6800,6800,6800,6810,6800,####################################################################
6800,6800,6800,6800,6800,6800,6800,6800,6800,6810,####################################################################
6910,6900,6900,6900,6900,6900,6900,6900,6900,6900,#####################################################################
6900,6910,6900,6900,6900,6900,6900,6900,6900,6900,#####################################################################
6900,6900,6910,6900,6900,6900,6900,6900,6900,6900,#####################################################################
6900,6900,6900,6910,6900,6900,6900,6900,6900,6900,#####################################################################
6900,6900,6900,6900,6910,6900,6900,6900,6900,6900,#####################################################################
6900,6900,6900,6900,6900,6910,6900,6900,6900,6900,#####################################################################
6900,6900,6900,6900,6900,6900,6910,6900,6900,6900,#####################################################################
6900,6900,6900,6900,6900,6900,6900,6910,6900,6900,#####################################################################
6900,6900,6900,6900,6900,6900,6900,6900,6910,6900,#####################################################################
6900,6900,6900,6900,6900,6900,6900,6900,6900,6910,#####################################################################
7010,7000,7000,7000,7000,7000,7000,7000,7000,7000,######################################################################
7000,7010,7000,7000,7000,7000,7000,7000,7000,7000,######################################################################
7000,7000,7010,7000,7000,7000,7000,7000,7000,7000,######################################################################
7000,7000,7000,7010,7000,7000,7000,7000,7000,7000,######################################################################
7000,7000,7000,7000,7010,7000,7000,7000,7000,7000,######################################################################
7000,7000,7000,7000,7000,7010,7000,7000,7000,7000,######################################################################
7000,7000,7000,7000,7000,7000,7010,7000,7000,7000,######################################################################
7000,7000,7000,7000,7000,7000,7000,7010,7000,7000,######################################################################
7000,7000,7000,7000,7000,7000,7000,7000,7010,7000,######################################################################
7000,7000,7000,7000,7000,7000,7000,7000,7000,7010,######################################################################
7110,7100,7100,7100,7100,7100,7100,7100,7100,7100,#######################################################################
7100,7110,7100,7100,7100,7100,7100,7100,7100,7100,#######################################################################
7100,7100,7110,7100,7100,7100,7100,7100,7100,7100,#######################################################################
7100,7100,7100,7110,7100,7100,7100,7100,7100,7100,#######################################################################
7100,7100,7100,7100,7110,7100,7100,7100,7100,7100,#######################################################################
7100,7100,7100,7100,7100,7110,7100,7100,7100,7100,#######################################################################
7100,7100,7100,7100,7100,7100,7110,7100,7100,7100,#######################################################################
7100,7100,7100,7100,7100,7100,7100,7110,7100,7100,#######################################################################
7100,7100,7100,7100,7100,7100,7100,7100,7110,7100,#######################################################################
7100,7100,7100,7100,7100,7100,7100,7100,7100,7110,#######################################################################
7210,7200,7200,7200,7200,7200,7200,7200,7200,7200,########################################################################
7200,7210,7200,7200,7200,7200,7200,7200,7200,7200,########################################################################
7200,7200,7210,7200,7200,7200,7200,7200,7200,7200,########################################################################
7200,7200,7200,7210,7200,7200,7200,7200,7200,7200,########################################################################
7200,7200,7200,7200,7210,7200,7200,7200,7200,7200,########################################################################
7200,7200,7200,7200,7200,7210,7200,7200,7200,7200,########################################################################
7200,7200,7200,7200,7200,7200,7210,7200,7200,7200,########################################################################
7200,7200,7200,7200,7200,7200,7200,7210,7200,7200,########################################################################
7200,7200,7200,7200,7200,7200,7200,7200,7210,7200,########################################################################
7200,7200,7200,7200,7200,7200,7200,7200,7200,7210,########################################################################
7310,7300,7300,7300,7300,7300,7300,7300,7300,7300,#########################################################################
7300,7310,7300,7300,7300,7300,7300,7300,7300,7300,#########################################################################
7300,7300,7310,7300,7300,7300,7300,7300,7300,7300,#########################################################################
7300,7300,7300,7310,7300,7300,7300,7300,7300,7300,#########################################################################
7300,7300,7300,7300,7310,7300,7300,7300,7300,7300,#########################################################################
7300,7300,7300,7300,7300,7310,7300,7300,7300,7300,#########################################################################
7300,7300,7300,7300,7300,7300,7310,7300,7300,7300,#########################################################################
7300,7300,7300,7300,7300,7300,7300,7310,7300,7300,#########################################################################
7300,7300,7300,7300,7300,7300,7300,7300,7310,7300,#########################################################################
7300,7300,7300,7300,7300,7300,7300,7300,7300,7310,#########################################################################
7410,7400,7400,7400,7400,7400,7400,7400,7400,7400,##########################################################################
7400,7410,7400,7400,7400,7400,7400,7400,7400,7400,##########################################################################
7400,7400,7410,7400,7400,7400,7400,7400,7400,7400,##########################################################################
7400,7400,7400,7410,7400,7400,7400,7400,7400,7400,##########################################################################
7400,7400,7400,7400,7410,7400,7400,7400,7400,7400,##########################################################################
7400,7400,7400,7400,7400,7410,7400,7400,7400,7400,##########################################################################
7400,7400,7400,7400,7400,7400,7410,7400,7400,7400,##########################################################################
7400,7400,7400,7400,7400,7400,7400,7410,7400,7400,##########################################################################
7400,7400,7400,7400,7400,7400,7400,7400,7410,7400,##########################################################################
7400,7400,7400,7400,7400,7400,7400,7400,7400,7410,##########################################################################
7510,7500,7500,7500,7500,7500,7500,7500,7500,7500,###########################################################################
7500,7510,7500,7500,7500,7500,7500,7500,7500,7500,###########################################################################
7500,7500,7510,7500,7500,7500,7500,7500,7500,7500,###########################################################################
7500,7500,7500,7510,7500,7500,7500,7500,7500,7500,###########################################################################
7500,7500,7500,7500,7510,7500,7500,7500,7500,7500,###########################################################################
7500,7500,7500,7500,7500,7510,7500,7500,7500,7500,###########################################################################
7500,7500,7500,7500,7500,7500,7510,7500,7500,7500,###########################################################################
7500,7500,7500,7500,7500,7500,7500,7510,7500,7500,###########################################################################
7500,7500,7500,7500,7500,7500,7500,7500,7510,7500,###########################################################################
7500,7500,7500,7500,7500,7500,7500,7500,7500,7510,###########################################################################
7610,7600,7600,7600,7600,7600,7600,7600,7600,7600,############################################################################
7600,7610,7600,7600,7600,7600,7600,7600,7600,7600,############################################################################
7600,7600,7610,7600,7600,7600,7600,7600,7600,7600,############################################################################
7600,7600,7600,7610,7600,7600,7600,7600,7600,7600,############################################################################
7600,7600,7600,7600,7610,7600,7600,7600,7600,7600,############################################################################
7600,7600,7600,7600,7600,7610,7600,7600,7600,7600,############################################################################
7600,7600,7600,7600,7600,7600,7610,7600,7600,7600,############################################################################
7600,7600,7600,7600,7600,7600,7600,7610,7600,7600,############################################################################
7600,7600,7600,7600,7600,7600,7600,7600,7610,7600,############################################################################
7600,7600,7600,7600,7600,7600,7600,7600,7600,7610,############################################################################
7710,7700,7700,7700,7700,7700,7700,7700,7700,7700,#############################################################################
7700,7710,7700,7700,7700,7700,7700,7700,7700,7700,#############################################################################
7700,7700,7710,7700,7700,7700,7700,7700,7700,7700,#############################################################################
7700,7700,7700,7710,7700,7700,7700,7700,7700,7700,#############################################################################
7700,7700,7700,7700,7710,7700,7700,7700,7700,7700,#############################################################################
7700,7700,7700,7700,7700,7710,7700,7700,7700,7700,#############################################################################
7700,7700,7700,7700,7700,7700,7710,7700,7700,7700,#############################################################################
7700,7700,7700,7700,7700,7700,7700,7710,7700,7700,#############################################################################
7700,7700,7700,7700,7700,7700,7700,7700,7710,7700,#############################################################################
7700,7700,7700,7700,7700,7700,7700,7700,7700,7710,#############################################################################
7810,7800,7800,7800,7800,7800,7800,7800,7800,7800,##############################################################################
7800,7810,7800,7800,7800,7800,7800,7800,7800,7800,##############################################################################
7800,7800,7810,7800,7800,7800,7800,7800,7800,7800,##############################################################################
7800,7800,7800,7810,7800,7800,7800,7800,7800,7800,##############################################################################
7800,7800,7800,7800,7810,7800,7800,7800,7800,7800,##############################################################################
7800,7800,7800,7800,7800,7810,7800,7800,7800,7800,##############################################################################
7800,7800,7800,7800,7800,7800,7810,7800,7800,7800,##############################################################################
7800,7800,7800,7800,7800,7800,7800,7810,7800,7800,##############################################################################
7800,7800,7800,7800,7800,7800,7800,7800,7810,7800,##############################################################################
7800,7800,7800,7800,7800,7800,7800,7800,7800,7810,##############################################################################
7910,7900,7900,7900,7900,7900,7900,7900,7900,7900,###############################################################################
7900,7910,7900,7900,7900,7900,7900,7900,7900,7900,###############################################################################
7900,7900,7910,7900,7900,7900,7900,7900,7900,7900,###############################################################################
7900,7900,7900,7910,7900,7900,7900,7900,7900,7900,###############################################################################
7900,7900,7900,7900,7910,7900,7900,7900,7900,7900,###############################################################################
7900,7900,7900,7900,7900,7910,7900,7900,7900,7900,###############################################################################
7900,7900,7900,7900,7900,7900,7910,7900,7900,7900,###############################################################################
7900,7900,7900,7900,7900,7900,7900,7910,7900,7900,###############################################################################
7900,7900,7900,7900,7900,7900,7900,7900,7910,7900,###############################################################################
7900,7900,7900,7900,7900,7900,7900,7900,7900,7910,###############################################################################
8010,8000,8000,8000,8000,8000,8000,8000,8000,8000,################################################################################
8000,8010,8000,8000,8000,8000,8000,8000,8000,8000,################################################################################
8000,8000,8010,8000,8000,8000,8000,8000,8000,8000,################################################################################
8000,8000,8000,8010,8000,8000,8000,8000,8000,8000,################################################################################
8000,8000,8000,8000,8010,8000,8000,8000,8000,8000,################################################################################
8000,8000,8000,8000,8000,8010,8000,8000,8000,8000,################################################################################
8000,8000,8000,8000,8000,8000,8010,8000,8000,8000,################################################################################
8000,8000,8000,8000,8000,8000,8000,8010,8000,8000,################################################################################
8000,8000,8000,8000,8000,8000,8000,8000,8010,8000,################################################################################
8000,8000,8000,8000,8000,8000,8000,8000,8000,8010,################################################################################
8110,8100,8100,8100,8100,8100,8100,8100,8100,8100,#################################################################################
8100,8110,8100,8100,8100,8100,8100,8100,8100,8100,#################################################################################
8100,8100,8110,8100,8100,8100,8100,8100,8100,8100,#################################################################################
8100,8100,8100,8110,8100,8100,8100,8100,8100,8100,#################################################################################
8100,8100,8100,8100,8110,8100,8100,8100,8100,8100,#################################################################################
8100,8100,8100,8100,8100,8110,8100,8100,8100,8100,#################################################################################
8100,8100,8100,8100,8100,8100,8110,8100,8100,8100,#################################################################################
8100,8100,8100,8100,8100,8100,8100,8110,8100,8100,#################################################################################
8100,8100,8100,8100,8100,8100,8100,8100,8110,8100,#################################################################################
8100,8100,8100,8100,8100,8100,8100,8100,8100,8110,#################################################################################
8210,8200,8200,8200,8200,8200,8200,8200,8200,8200,##################################################################################
8200,8210,8200,8200,8200,8200,8200,8200,8200,8200,##################################################################################
8200,8200,8210,8200,8200,8200,8200,8200,8200,8200,##################################################################################
8200,8200,8200,8210,8200,8200,8200,8200,8200,8200,##################################################################################
8200,8200,8200,8200,8210,8200,8200,8200,8200,8200,##################################################################################
8200,8200,8200,8200,8200,8210,8200,8200,8200,8200,##################################################################################
8200,8200,8200,8200,8200,8200,8210,8200,8200,8200,##################################################################################
8200,8200,8200,8200,8200,8200,8200,8210,8200,8200,##################################################################################
8200,8200,8200,8200,8200,8200,8200,8200,8210,8200,##################################################################################
8200,8200,8200,8200,8200,8200,8200,8200,8200,8210,##################################################################################
8310,8300,8300,8300,8300,8300,8300,8300,8300,8300,###################################################################################
8300,8310,8300,8300,8300,8300,8300,8300,8300,8300,###################################################################################
8300,8300,8310,8300,8300,8300,8300,8300,8300,8300,###################################################################################
8300,8300,8300,8310,8300,8300,8300,8300,8300,8300,###################################################################################
8300,8300,8300,8300,8310,8300,8300,8300,8300,8300,###################################################################################
8300,8300,8300,8300,8300,8310,8300,8300,8300,8300,###################################################################################
8300,8300,8300,8300,8300,8300,8310,8300,8300,8300,###################################################################################
8300,8300,8300,8300,8300,8300,8300,8310,8300,8300,###################################################################################
8300,8300,8300,8300,8300,8300,8300,8300,8310,8300,###################################################################################
8300,8300,8300,8300,8300,8300,8300,8300,8300,8310,###################################################################################
